compare_label	comparison	region_label	filter	variant_type	truth_total	truth_tp	truth_fn	query_total	query_tp	query_fp	metric_recall	metric_precision	metric_f1	truth_fn_gt	query_fp_gt
compare	GT	ALL	ALL	ALL	5	4	1	7	6	1	0.8	0.8571428571428571	0.8275862068965518	0	0
compare	GT	ALL	ALL	Snv	1	1	0	5	4	1	1.0	0.8	0.888888888888889	0	0
compare	GT	ALL	ALL	Insertion	1	1	0	0	0	0	1.0			0	0
compare	GT	ALL	ALL	Deletion	3	2	1	2	2	0	0.6666666666666666	1.0	0.8	0	0
compare	GT	ALL	ALL	JointIndel	4	3	1	2	2	0	0.75	1.0	0.8571428571428571	0	0
compare	HAP	ALL	ALL	ALL	5	4	1	7	6	1	0.8	0.8571428571428571	0.8275862068965518		
compare	HAP	ALL	ALL	Snv	1	1	0	5	4	1	1.0	0.8	0.888888888888889		
compare	HAP	ALL	ALL	Insertion	1	1	0	0	0	0	1.0				
compare	HAP	ALL	ALL	Deletion	3	2	1	2	2	0	0.6666666666666666	1.0	0.8		
compare	HAP	ALL	ALL	JointIndel	4	3	1	2	2	0	0.75	1.0	0.8571428571428571		
compare	WEIGHTED_HAP	ALL	ALL	ALL	8	7	1	7	6	1	0.875	0.8571428571428571	0.8659793814432989		
compare	WEIGHTED_HAP	ALL	ALL	Snv	1	1	0	5	4	1	1.0	0.8	0.888888888888889		
compare	WEIGHTED_HAP	ALL	ALL	Insertion	2	2	0	0	0	0	1.0				
compare	WEIGHTED_HAP	ALL	ALL	Deletion	5	4	1	2	2	0	0.8	1.0	0.888888888888889		
compare	WEIGHTED_HAP	ALL	ALL	JointIndel	7	6	1	2	2	0	0.8571428571428571	1.0	0.923076923076923		
compare	BASEPAIR	ALL	ALL	ALL	14	13	1	14	13	1	0.9285714285714286	0.9285714285714286	0.9285714285714286		
compare	BASEPAIR	ALL	ALL	Snv	2	2	0	10	9	1	1.0	0.9	0.9473684210526316		
compare	BASEPAIR	ALL	ALL	Insertion	4	3	1	0	0	0	0.75				
compare	BASEPAIR	ALL	ALL	Deletion	10	8	2	4	4	0	0.8	1.0	0.888888888888889		
compare	BASEPAIR	ALL	ALL	JointIndel	14	11	3	4	4	0	0.7857142857142857	1.0	0.88		
