compare_label	comparison	region_label	filter	variant_type	truth_total	truth_tp	truth_fn	query_total	query_tp	query_fp	metric_recall	metric_precision	metric_f1	truth_fn_gt	query_fp_gt
compare	GT	ALL	ALL	ALL	1	1	0	3	2	1	1.0	0.6666666666666666	0.8	0	1
compare	GT	ALL	ALL	Snv	1	1	0	1	0	1	1.0	0.0	0.0	0	1
compare	GT	ALL	ALL	Insertion	0	0	0	1	1	0		1.0		0	0
compare	GT	ALL	ALL	Deletion	0	0	0	1	1	0		1.0		0	0
compare	GT	ALL	ALL	JointIndel	0	0	0	2	2	0		1.0		0	0
compare	HAP	ALL	ALL	ALL	2	2	0	4	3	1	1.0	0.75	0.8571428571428571		
compare	HAP	ALL	ALL	Snv	2	2	0	2	1	1	1.0	0.5	0.6666666666666666		
compare	HAP	ALL	ALL	Insertion	0	0	0	1	1	0		1.0			
compare	HAP	ALL	ALL	Deletion	0	0	0	1	1	0		1.0			
compare	HAP	ALL	ALL	JointIndel	0	0	0	2	2	0		1.0			
compare	WEIGHTED_HAP	ALL	ALL	ALL	2	2	0	4	3	1	1.0	0.75	0.8571428571428571		
compare	WEIGHTED_HAP	ALL	ALL	Snv	2	2	0	2	1	1	1.0	0.5	0.6666666666666666		
compare	WEIGHTED_HAP	ALL	ALL	Insertion	0	0	0	1	1	0		1.0			
compare	WEIGHTED_HAP	ALL	ALL	Deletion	0	0	0	1	1	0		1.0			
compare	WEIGHTED_HAP	ALL	ALL	JointIndel	0	0	0	2	2	0		1.0			
compare	BASEPAIR	ALL	ALL	ALL	4	4	0	6	4	2	1.0	0.6666666666666666	0.8		
compare	BASEPAIR	ALL	ALL	Snv	4	4	0	4	4	0	1.0	1.0	1.0		
compare	BASEPAIR	ALL	ALL	Insertion	0	0	0	2	1	1		0.5			
compare	BASEPAIR	ALL	ALL	Deletion	0	0	0	2	1	1		0.5			
compare	BASEPAIR	ALL	ALL	JointIndel	0	0	0	4	2	2		0.5			
