compare_label	comparison	region_label	filter	variant_type	truth_total	truth_tp	truth_fn	query_total	query_tp	query_fp	metric_recall	metric_precision	metric_f1	truth_fn_gt	query_fp_gt
compare	GT	ALL	ALL	ALL	4	2	2	3	2	1	0.5	0.6666666666666666	0.5714285714285715	0	0
compare	GT	ALL	ALL	Snv	2	0	2	0	0	0	0.0			0	0
compare	GT	ALL	ALL	Insertion	2	2	0	3	2	1	1.0	0.6666666666666666	0.8	0	0
compare	GT	ALL	ALL	JointIndel	2	2	0	3	2	1	1.0	0.6666666666666666	0.8	0	0
compare	HAP	ALL	ALL	ALL	4	2	2	3	2	1	0.5	0.6666666666666666	0.5714285714285715		
compare	HAP	ALL	ALL	Snv	2	0	2	0	0	0	0.0				
compare	HAP	ALL	ALL	Insertion	2	2	0	3	2	1	1.0	0.6666666666666666	0.8		
compare	HAP	ALL	ALL	JointIndel	2	2	0	3	2	1	1.0	0.6666666666666666	0.8		
compare	WEIGHTED_HAP	ALL	ALL	ALL	4	2	2	3	2	1	0.5	0.6666666666666666	0.5714285714285715		
compare	WEIGHTED_HAP	ALL	ALL	Snv	2	0	2	0	0	0	0.0				
compare	WEIGHTED_HAP	ALL	ALL	Insertion	2	2	0	3	2	1	1.0	0.6666666666666666	0.8		
compare	WEIGHTED_HAP	ALL	ALL	JointIndel	2	2	0	3	2	1	1.0	0.6666666666666666	0.8		
compare	BASEPAIR	ALL	ALL	ALL	8	6	2	6	6	0	0.75	1.0	0.8571428571428571		
compare	BASEPAIR	ALL	ALL	Snv	4	2	2	0	0	0	0.5				
compare	BASEPAIR	ALL	ALL	Insertion	4	4	0	6	6	0	1.0	1.0	1.0		
compare	BASEPAIR	ALL	ALL	JointIndel	4	4	0	6	6	0	1.0	1.0	1.0		
